procom,dzcom,pop_2018,var_perc,ivsm,agmax_50,e31_pct,a7,a7_pct,persone_per_abitazione,erecq_txt
069001,Altino,3104,9.142053445850914,98.36733903419044,0.155,1.281,261,18.419,2.191,entro il 1980
069002,Archi,2136,-6.315789473684211,98.01829439441585,0.1368,3.66,477,33.83,1.515,entro il 1960
069003,Ari,1148,-1.119724375538329,101.3924490890255,0.1508,0.563,172,27.564,1.84,entro il 1980
069004,Arielli,1129,-1.138353765323993,100.33622525190482,0.146,4.507,64,12.598,2.222,entro il 1990
069005,Atessa,10580,-1.736788334726479,97.98170340827868,0.138,3.105,1044,20.339,2.061,entro il 1980
069006,Bomba,785,-11.5990990990991,97.4012284372985,0.1375,1.49,447,53.986,0.948,entro il 1918
069007,Borrello,335,-9.703504043126685,100.90621344641904,0.1865,1.377,780,80.997,0.348,entro il 1970
069008,Bucchianico,5126,-1.9135093761959432,99.74264677518836,0.1718,0.367,562,23.417,2.136,entro il 1980
069010,Canosa Sannita,1345,-6.597222222222222,100.43142606304562,0.1422,0.68,69,11.275,2.198,entro il 1980
069011,Carpineto Sinello,574,-13.030303030303031,97.1721600512882,0.1175,0.0,55,15.11,1.577,entro il 1970
069012,Carunchio,640,0.1564945226917058,97.81543674176274,0.138,0.248,988,77.612,0.503,entro il 1970
069013,Casacanditella,1262,-6.171003717472119,100.06921346023695,0.1661,0.172,225,30.529,1.712,entro il 1980
069014,Casalanguida,889,-11.45418326693227,98.38132290325557,0.1061,0.0,110,19.856,1.605,entro il 1970
069015,Casalbordino,6090,-3.164255048497376,98.93226133269538,0.1005,1.139,1528,37.626,1.5,entro il 1980
069016,Casalincontrada,3047,-3.2391235312797715,97.94949420924685,0.1748,0.525,106,8.275,2.379,entro il 1990
069017,Casoli,5585,-4.52991452991453,98.95132398470751,0.1692,2.93,657,22.211,1.888,entro il 1980
069018,Castel Frentano,4385,1.59870250231696,98.67279272251824,0.1379,5.501,1119,39.879,1.563,entro il 1980
069019,Castelguidone,363,-12.530120481927712,96.6639754310717,0.1737,13.274,554,74.966,0.491,entro il 1970
069020,Castiglione Messer Marino,1712,-9.370037056643726,100.38370002004127,0.1574,0.476,3489,81.064,0.398,entro il 1980
069021,Celenza sul Trigno,904,-6.707946336429309,96.8230821100006,0.1451,0.375,419,50.421,1.088,entro il 1990
069022,Chieti,50770,-1.273699562469616,99.56653951057147,0.1702,0.838,3832,15.727,2.084,entro il 1980
069023,Civitaluparella,327,-6.303724928366762,97.39964014621289,0.1869,0.938,169,49.853,0.965,entro il 1970
069024,Civitella Messer Raimondo,818,-4.994192799070848,97.75464654540305,0.1811,0.0,212,35.75,1.379,entro il 1980
069025,Colledimacine,188,-17.903930131004365,98.68916886453195,0.1962,6.271,669,83.002,0.233,entro il 1960
069026,Colledimezzo,482,-8.712121212121213,102.45456674557587,0.1389,4.114,219,48.451,1.066,entro il 1945
069027,Crecchio,2842,-3.135650988411725,100.41941606823497,0.1332,1.662,262,19.48,2.113,entro il 1980
069028,Cupello,4832,-0.7599096323680428,99.40033705385665,0.1067,0.0,332,15.139,2.203,entro il 1990
069029,Dogliola,346,-11.282051282051283,95.95326057449279,0.1191,0.0,112,41.328,1.277,entro il 1970
069104,Fallo,138,-4.827586206896552,105.47736797989795,0.1537,0.935,141,64.384,0.63,entro il 1945
069030,Fara Filiorum Petri,1986,1.1716760061130922,98.67241506991607,0.1738,0.448,244,25.026,2.037,entro il 1980
069031,Fara San Martino,1379,-9.63302752293578,97.92026036343209,0.2011,5.994,367,36.517,1.372,entro il 1960
069032,Filetto,918,-10.526315789473683,98.76143224368113,0.1632,0.795,124,21.793,1.613,entro il 1980
069033,Fossacesia,6358,1.4358647096362476,98.23560230657937,0.1077,4.305,892,27.497,1.96,entro il 1990
069034,Fraine,318,-19.083969465648856,98.9243034290349,0.1404,1.829,155,44.16,0.906,entro il 1970
069035,Francavilla al Mare,25663,7.89573260458272,99.41595279307992,0.1327,0.632,4865,33.621,1.774,entro il 1990
069036,Fresagrandinaria,946,-10.076045627376425,100.6568974222886,0.1146,11.242,343,43.583,1.202,entro il 1980
069037,Frisa,1737,-7.557211282597126,100.03124791112285,0.119,1.244,162,19.104,2.048,entro il 1990
069038,Furci,926,-15.045871559633028,99.24995196955237,0.1069,2.284,869,63.897,0.681,entro il 1980
069039,Gamberale,300,-8.536585365853659,96.99749118862404,0.2415,1.412,709,82.634,0.35,entro il 1970
069040,Gessopalena,1360,-12.144702842377262,98.17054675786895,0.1715,5.597,737,52.418,0.967,entro il 1980
069041,Gissi,2706,-7.865168539325842,98.20251997097404,0.1071,1.314,439,26.768,1.65,entro il 1980
069042,Giuliano Teatino,1220,-3.0976965845909454,99.55683937913406,0.1343,0.433,151,23.231,1.877,entro il 1980
069043,Guardiagrele,8966,-4.035106496842556,98.7675633813839,0.18,1.006,571,13.579,2.132,entro il 1970
069044,Guilmi,412,-3.9627039627039626,99.16731414297669,0.1148,1.205,204,50.246,1.015,entro il 1945
069045,Lama dei Peligni,1200,-12.023460410557185,98.45757051973885,0.1963,1.44,539,46.266,1.03,entro il 1980
069046,Lanciano,35002,-2.403524425607852,99.9742633711329,0.1314,3.431,3065,18.271,2.087,entro il 1990
069047,Lentella,714,-2.191780821917808,97.78748535979898,0.1104,0.0,98,23.729,1.729,entro il 1990
069048,Lettopalena,339,-6.868131868131869,99.29444101218047,0.2174,0.893,195,53.867,0.936,entro il 1960
069049,Liscia,700,-1.9607843137254901,97.147980368178,0.1217,8.966,107,25.598,1.675,entro il 1970
069050,Miglianico,4754,-1.4102032351721276,100.61458494634033,0.1392,0.431,432,20.037,2.205,entro il 1990
069051,Montazzoli,930,-9.70873786407767,96.7686147935759,0.1417,0.0,273,39.508,1.346,entro il 1960
069009,Montebello sul Sangro,88,-10.204081632653061,102.12785251804758,0.1483,0.0,113,66.082,0.515,entro il 1980
069052,Monteferrante,123,-11.510791366906476,98.86275489240107,0.147,5.217,165,67.901,0.506,entro il 1970
069053,Montelapiano,79,-2.4691358024691357,93.91219989399956,0.1594,0.0,467,90.68,0.153,entro il 1918
069054,Montenerodomo,656,-10.626702997275205,99.29380228823179,0.2023,0.0,196,41.004,1.372,entro il 1980
069055,Monteodorisio,2474,-3.4724931720639876,99.58935060325987,0.091,0.663,1000,52.438,1.297,entro il 1980
069056,Mozzagrogna,2444,6.585259485390319,97.02902540810962,0.1101,3.264,349,29.181,2.043,entro il 1990
069057,Orsogna,3821,-4.7369733233607585,99.45414415943635,0.1595,2.944,384,19.552,1.946,entro il 1980
069058,Ortona,23111,-1.2561418500320445,99.15095128274682,0.1146,3.069,1938,17.529,2.09,entro il 1990
069059,Paglieta,4308,-3.1257027209354624,98.04392046420458,0.1038,0.142,385,18.836,2.108,entro il 1980
069060,Palena,1332,-5.330490405117271,99.15032473463913,0.2546,0.195,887,58.976,0.886,entro il 1970
069061,Palmoli,922,-5.918367346938775,97.60447593807643,0.1252,0.0,334,43.433,1.199,entro il 1960
069062,Palombaro,1001,-9.08265213442325,97.92454606098843,0.1761,0.185,660,57.692,0.875,entro il 1960
069063,Pennadomo,251,-18.241042345276874,100.52609866105685,0.1579,0.0,298,65.639,0.553,entro il 1960
069064,Pennapiedimonte,445,-13.592233009708737,100.95257269854744,0.1908,0.462,309,57.328,0.826,entro il 1945
069065,Perano,1592,-4.21179302045728,99.42719055527891,0.1358,0.375,157,19.503,1.978,entro il 1970
069103,Pietraferrazzana,133,6.4,93.5484355843005,0.1481,0.0,95,61.688,0.864,entro il 1945
069066,Pizzoferrato,1062,-5.347593582887701,97.54629336511616,0.2265,1.117,1777,77.395,0.463,entro il 1980
069067,Poggiofiorito,861,-8.30670926517572,100.0833362647728,0.1369,3.039,126,26.471,1.809,entro il 1980
069068,Pollutri,2188,-4.993486756404689,99.3867690839092,0.0941,0.646,281,23.773,1.851,entro il 1980
069069,Pretoro,965,-2.2289766970618032,98.8220008158649,0.1834,0.739,448,53.911,1.161,entro il 1980
069070,Quadri,778,-9.429569266589057,99.95517009550944,0.1927,0.0,199,35.536,1.389,entro il 1980
069071,Rapino,1275,-5.625462620281273,98.37447118004236,0.1785,0.731,1255,69.839,0.71,entro il 1970
069072,Ripa Teatina,4050,-3.4104459813975674,100.32988325810662,0.1442,1.484,163,9.825,2.441,entro il 1990
069074,Rocca San Giovanni,2333,-0.5965061780997017,98.91315368318568,0.1019,0.553,434,32.22,1.732,entro il 1980
069073,Roccamontepiano,1671,-7.063403781979978,99.92008024850324,0.1784,1.722,337,33.466,1.659,entro il 1980
069075,Roccascalegna,1172,-8.651597817614965,101.03543635320331,0.1558,2.976,291,35.273,1.421,entro il 1970
069076,Roccaspinalveti,1275,-10.526315789473683,99.62513403747174,0.1387,2.435,208,25.968,1.592,entro il 1980
069077,Roio del Sangro,101,-0.9803921568627451,100.72652456032223,0.1544,0.0,226,76.61,0.342,entro il 1960
069078,Rosello,226,-11.71875,94.40306918219635,0.1694,0.0,306,67.55,0.499,entro il 1970
069079,San Buono,928,-8.751229105211406,97.68812062747179,0.1176,2.102,577,56.128,0.903,entro il 1970
069080,San Giovanni Lipioni,164,-22.641509433962266,103.20677890471742,0.1544,0.391,202,64.127,0.521,entro il 1960
069081,San Giovanni Teatino,14380,12.81085745665647,98.84990429325097,0.1532,0.586,810,14.183,2.518,entro il 1990
069082,San Martino sulla Marrucina,920,-4.46521287642783,98.7495856682334,0.1682,2.638,158,29.588,1.723,entro il 1990
069083,San Salvo,20184,6.776702110776068,98.1157412145779,0.103,1.142,5309,43.488,1.653,entro il 1990
069086,San Vito Chietino,5270,0.8226516166060839,98.89421907258955,0.1064,1.71,970,31.514,1.712,entro il 1980
069084,Santa Maria Imbaro,2013,10.422380691168403,98.72039550217957,0.1072,0.0,88,11.702,2.677,entro il 1990
069085,Sant'Eusanio del Sangro,2471,1.063394683026585,99.82666576479794,0.1497,0.0,207,17.221,2.056,entro il 1990
069087,Scerni,3227,-4.8924255820807545,98.58240096577741,0.0996,0.788,319,18.943,1.916,entro il 1980
069088,Schiavi di Abruzzo,815,-12.081984897518879,102.12720243314614,0.1944,0.784,1381,70.28,0.415,entro il 1970
069089,Taranta Peligna,353,-10.85858585858586,98.79261440150303,0.2059,0.962,188,47.716,0.896,entro il 1970
069090,Tollo,4091,0.39263803680981596,99.96230514761878,0.1214,0.99,335,18.549,2.265,entro il 1980
069091,Torino di Sangro,3049,0.5938634114153745,98.58283752907043,0.0943,0.065,971,44.747,1.405,entro il 1980
069092,Tornareccio,1784,-6.8893528183716075,98.43950840114223,0.1292,1.942,415,34.962,1.503,entro il 1980
069093,Torrebruna,801,-12.36323851203501,100.31561065741536,0.1535,0.0,152,26.027,1.372,entro il 1970
069094,Torrevecchia Teatina,4206,2.8613352898019073,98.82707640449976,0.1364,0.815,326,18.071,2.331,entro il 1990
069095,Torricella Peligna,1292,-7.0503597122302155,99.52674576187378,0.1821,2.402,688,51.768,0.972,entro il 1960
069096,Treglio,1669,6.102987921169739,99.09031453546281,0.1053,0.395,56,8.589,2.56,entro il 2000
069097,Tufillo,390,-16.129032258064516,97.7823141374327,0.1306,5.839,181,46.41,1.0,entro il 1945
069098,Vacri,1631,-3.548196333530455,103.32077444897631,0.1579,0.0,177,22.405,2.065,entro il 1980
069099,Vasto,41433,6.808104763868839,98.7519436798209,0.1008,0.381,2702,15.282,2.343,entro il 1990
069102,Villa Santa Maria,1338,-7.018763029881862,99.48475013991481,0.1584,2.788,507,44.241,1.168,entro il 1970
069100,Villalfonsina,952,-2.9561671763506627,98.93820999788335,0.0914,0.0,179,30.494,1.622,entro il 1980
069101,Villamagna,2306,-5.141916906622789,102.7612051775781,0.1516,4.521,180,17.094,2.19,entro il 1980
066001,Acciano,315,-8.16326530612245,98.3856791312198,0.2596,0.602,422,69.294,0.517,entro il 1960
066002,Aielli,1465,0.8258774948382657,98.20966368365723,0.2604,2.629,441,42.282,1.405,entro il 1970
066003,Alfedena,884,13.624678663239074,100.45096437723741,0.2688,0.1,1873,83.691,0.395,entro il 1990
066004,Anversa degli Abruzzi,317,-11.699164345403899,101.28461982447679,0.2616,0.0,331,64.023,0.613,entro il 1918
066005,Ateleta,1156,0.3472222222222222,101.30455087319712,0.2566,0.0,440,47.722,1.254,entro il 1970
066006,Avezzano,42492,4.029770356950497,99.83702316289069,0.255,0.763,4374,21.904,2.128,entro il 1990
066007,Balsorano,3455,-5.3165250753631135,101.20778071153251,0.2485,0.869,591,30.495,1.783,entro il 1980
066008,Barete,683,0.7374631268436578,100.03452227501946,0.2606,0.182,535,63.09,0.805,entro il 1970
066009,Barisciano,1764,-4.700162074554295,98.2052153106882,0.2609,0.0,308,33.083,1.895,entro il 1990
066010,Barrea,706,-2.7548209366391188,97.17055914817449,0.266,0.0,831,72.387,0.615,entro il 1970
066011,Bisegna,216,-15.953307392996107,102.26780981249517,0.2625,1.299,434,74.061,0.369,entro il 1945
066012,Bugnara,1106,-0.45004500450045004,97.4447918687932,0.2608,1.434,159,25.77,1.793,entro il 1980
066013,Cagnano Amiterno,1262,-8.218181818181817,100.96894853907554,0.2602,2.667,728,53.49,0.927,entro il 1970
066014,Calascio,134,-2.18978102189781,101.75305112807752,0.2538,0.0,343,82.254,0.321,entro il 1918
066015,Campo di Giove,795,-6.028368794326241,97.53776870718077,0.2504,0.156,2715,87.299,0.256,entro il 1980
066016,Campotosto,524,-10.120068610634648,99.63834436959891,0.2599,0.131,553,63.857,0.605,entro il 1970
066017,Canistro,991,-3.0332681017612524,100.098263840485,0.2215,0.792,268,40.0,1.479,entro il 1980
066018,Cansano,244,-11.594202898550725,102.74543409916713,0.2565,2.11,233,65.634,0.687,entro il 1945
066019,Capestrano,897,1.2415349887133182,98.09701619933993,0.2534,0.593,390,46.875,1.078,entro il 1960
066020,Capistrello,5154,-3.4469838890970403,99.23596795023346,0.2353,1.708,1890,47.727,1.302,entro il 1980
066021,Capitignano,662,-1.7804154302670623,99.81054066356467,0.2605,1.259,606,65.941,0.72,entro il 1980
066022,Caporciano,215,-7.725321888412018,101.28058352882294,0.2592,0.417,196,61.635,0.676,entro il 1945
066023,Cappadocia,546,-0.9074410163339384,96.6526511636635,0.1968,0.372,3689,91.675,0.136,entro il 1970
066024,Carapelle Calvisio,86,1.1764705882352942,93.83360320515625,0.2562,0.0,22,41.509,1.623,entro il 1918
066025,Carsoli,5314,-1.9014214509876317,100.2592144586894,0.1943,1.288,1618,41.712,1.37,entro il 1970
066026,Castel del Monte,437,-0.228310502283105,97.84105208052728,0.2488,0.112,793,76.841,0.423,entro il 1960
066027,Castel di Ieri,310,-5.487804878048781,100.0201686561516,0.2609,0.0,653,81.118,0.385,entro il 1970
066028,Castel di Sangro,6705,12.04879679144385,100.1968848970554,0.2708,0.972,1773,41.013,1.551,entro il 2000
066029,Castellafiume,1092,-0.6369426751592357,102.34463113221723,0.2043,0.686,430,50.827,1.291,entro il 1970
066030,Castelvecchio Calvisio,143,-10.062893081761008,94.95403914553535,0.2567,4.587,138,62.727,0.65,entro il 1918
066031,Castelvecchio Subequo,919,-12.808349146110057,98.6011254364776,0.2608,1.406,247,33.469,1.245,entro il 1980
066032,Celano,10885,0.6938020351526364,98.938318305726,0.2609,0.937,1087,21.099,2.113,entro il 1980
066033,Cerchio,1569,-5.310802655401328,98.92444409934089,0.2601,0.407,236,26.339,1.751,entro il 1980
066034,Civita d'Antino,1013,1.9114688128772637,99.24069469119719,0.2233,1.848,379,48.158,1.287,entro il 1970
066035,Civitella Alfedena,280,-6.666666666666667,95.2436109307049,0.264,0.431,388,73.905,0.533,entro il 1980
066036,Civitella Roveto,3166,-5.96970596970597,98.9508650166759,0.2246,1.802,555,30.629,1.747,entro il 1980
066037,Cocullo,219,-16.730038022813687,98.47112274052323,0.2612,1.435,354,69.141,0.428,entro il 1945
066038,Collarmele,867,-8.447729672650475,99.50973963828538,0.2608,0.504,248,38.994,1.363,entro il 1990
066039,Collelongo,1190,-9.229595728451564,100.95015654654351,0.2537,0.136,302,36.038,1.42,entro il 1945
066040,Collepietro,229,1.3274336283185841,101.33068200354634,0.2555,0.0,137,53.937,0.902,entro il 1945
066041,Corfinio,1036,-3.985171455050973,99.24016534623753,0.258,0.0,227,34.498,1.574,entro il 1990
066042,Fagnano Alto,416,-5.454545454545454,98.92969430435284,0.2607,0.0,141,46.844,1.382,entro il 1970
066043,Fontecchio,341,-17.0316301703163,100.9545337382496,0.2606,0.0,150,46.584,1.059,entro il 1990
066044,Fossa,705,1.585014409221902,95.5083835207982,0.261,0.0,71,25.357,2.518,dopo il 2005
066045,Gagliano Aterno,257,0.7843137254901961,99.13637784858545,0.2609,28.804,756,86.203,0.293,entro il 1918
066046,Gioia dei Marsi,1815,-13.653663177925784,100.83531882773715,0.262,1.399,537,37.897,1.281,entro il 1970
066047,Goriano Sicoli,528,-11.557788944723619,98.31813505042128,0.2608,0.545,379,59.404,0.828,entro il 1960
066048,Introdacqua,2101,-1.454033771106942,97.73916826423307,0.261,0.303,438,34.434,1.652,entro il 1980
066049,L'Aquila,69439,3.7874598311038037,98.24380389592719,0.261,1.489,4117,13.675,2.306,entro il 1990
066050,Lecce nei Marsi,1662,-3.9861351819757362,103.18883706657984,0.2602,0.152,577,45.008,1.296,entro il 1980
066051,Luco dei Marsi,6065,3.1813542021095613,100.39769463168611,0.2488,3.712,674,24.175,2.175,entro il 1980
066052,Lucoli,967,-5.288932419196866,97.5889828262344,0.2601,0.322,1693,77.625,0.443,entro il 1970
066053,Magliano de' Marsi,3626,-2.9702970297029703,100.74053044308008,0.2536,0.529,1047,41.897,1.451,entro il 1980
066054,Massa d'Albe,1461,-2.6,99.46160491266842,0.2578,0.105,686,52.167,1.111,entro il 1980
066055,Molina Aterno,379,-9.761904761904763,94.70007931479023,0.2598,0.389,139,40.762,1.111,entro il 1970
066056,Montereale,2483,-11.542572141075881,99.1077601521174,0.2605,0.823,2429,66.421,0.679,entro il 1980
066057,Morino,1417,-5.4072096128170895,98.07125758327682,0.2131,3.019,704,53.823,1.083,entro il 1980
066058,Navelli,541,-3.2200357781753133,98.66587006545208,0.2581,0.0,500,67.204,0.727,entro il 1945
066059,Ocre,1159,4.226618705035971,96.63563787562026,0.261,0.247,204,32.33,1.837,entro il 2000
066060,Ofena,471,-10.62618595825427,96.36317746097528,0.2515,0.0,541,69.716,0.607,entro il 1945
066061,Opi,406,-5.5813953488372094,98.40643059577556,0.2628,1.508,213,52.334,0.998,entro il 1970
066062,Oricola,1251,8.782608695652174,98.09449796607537,0.1642,0.0,370,44.365,1.5,entro il 1990
066063,Ortona dei Marsi,496,-15.646258503401361,100.28550726855747,0.262,0.564,660,65.737,0.494,entro il 1945
066064,Ortucchio,1796,-3.492745835572273,100.5916720156078,0.2592,0.0,448,36.782,1.475,entro il 1980
066065,Ovindoli,1203,1.3479359730412805,98.27498908804242,0.2601,3.069,2372,80.407,0.408,entro il 1980
066066,Pacentro,1140,-4.920767306088407,97.98101035781227,0.2541,3.518,353,41.825,1.351,entro il 1945
066067,Pereto,669,-9.472259810554803,99.34447610597728,0.1776,0.0,593,63.152,0.712,entro il 1980
066068,Pescasseroli,2203,-0.6762849413886384,100.99090602118284,0.2623,0.0,2237,72.465,0.714,entro il 1980
066069,Pescina,4054,-5.058548009367682,99.51556213776779,0.2609,0.356,752,29.865,1.61,entro il 1980
066070,Pescocostanzo,1090,-5.052264808362369,99.79104273342844,0.2603,0.281,2291,80.556,0.383,entro il 1980
066071,Pettorano sul Gizio,1414,3.287070854638422,98.2637799362642,0.2614,5.598,1668,75.169,0.637,entro il 1980
066072,Pizzoli,4611,21.919619249074564,98.72720087222713,0.2606,0.845,1438,48.239,1.547,entro il 1990
066073,Poggio Picenze,1105,3.367633302151544,100.64510335615581,0.2606,0.0,108,21.951,2.246,dopo il 2005
066074,Prata d'Ansidonia,486,-2.4096385542168677,95.27997729471926,0.2598,0.0,87,27.019,1.509,entro il 1960
066075,Pratola Peligna,7528,-4.089692954516499,99.24778048580181,0.2575,4.592,1292,29.667,1.729,entro il 1970
066076,Prezza,947,-6.144697720515362,99.80073680980298,0.2604,0.165,381,48.045,1.194,entro il 1970
066077,Raiano,2767,-1.7400568181818181,99.13207986341443,0.2597,0.785,593,34.417,1.606,entro il 1990
066078,Rivisondoli,688,4.242424242424243,99.8664042343252,0.2621,0.427,3044,90.353,0.204,entro il 1970
066080,Rocca di Botte,842,1.6908212560386473,97.87721405585549,0.1684,1.685,600,58.48,0.821,entro il 1980
066081,Rocca di Cambio,512,2.19560878243513,97.2043815681532,0.2607,0.0,1045,78.808,0.386,entro il 1990
066082,Rocca di Mezzo,1474,0.8207934336525308,96.7575463682911,0.2609,0.0,3806,82.811,0.321,entro il 1970
066083,Rocca Pia,176,3.5294117647058822,98.97598522327792,0.2623,1.036,408,82.927,0.358,entro il 1918
066079,Roccacasale,671,-7.192254495159059,98.81258060790753,0.255,0.606,235,43.68,1.247,entro il 1980
066084,Roccaraso,1702,4.353157572041693,101.16373970066803,0.263,0.0,4452,86.262,0.33,entro il 1980
066085,San Benedetto dei Marsi,3907,0.05121638924455826,101.15330860685351,0.2597,1.394,224,13.046,2.275,entro il 1980
066086,San Benedetto in Perillis,103,-18.89763779527559,99.5544211463217,0.2584,0.709,99,58.235,0.606,entro il 1960
066087,San Demetrio ne' Vestini,1909,4.203056768558952,100.65379395940779,0.2606,0.0,167,19.351,2.212,dopo il 2005
066088,San Pio delle Camere,681,6.907378335949764,99.57846145198518,0.2587,0.0,322,58.867,1.245,dopo il 2005
066092,San Vincenzo Valle Roveto,2299,-5.156765676567657,100.02994717263758,0.2368,7.949,1099,51.62,1.08,entro il 1980
066089,Sante Marie,1159,-2.1114864864864864,99.18297148060223,0.2201,0.397,1224,66.45,0.629,entro il 1970
066090,Sant'Eusanio Forconese,394,-5.966587112171838,100.664813125382,0.261,0.0,54,25.0,1.824,dopo il 2005
066091,Santo Stefano di Sessanio,110,0.9174311926605505,93.86841580097027,0.2571,0.0,141,67.788,0.529,entro il 1945
066093,Scanno,1780,-8.057851239669422,98.61416856622975,0.2628,0.0,1184,56.408,0.848,entro il 1970
066094,Scontrone,582,-0.8517887563884157,101.458661139753,0.2676,0.549,230,48.421,1.225,entro il 1990
066095,Scoppito,3805,15.268100575583157,96.30354038362054,0.2591,0.354,425,25.556,2.288,entro il 2000
066096,Scurcola Marsicana,2794,1.0488245931283906,99.33278848349902,0.2417,0.264,491,30.919,1.759,entro il 1990
066097,Secinaro,352,-7.611548556430446,98.32711407977389,0.2607,0.341,493,73.145,0.522,entro il 1945
066098,Sulmona,24173,-0.14458030403172506,99.19444447334058,0.2574,0.659,2240,19.132,2.065,entro il 1980
066099,Tagliacozzo,6755,-2.7777777777777777,99.35470453406433,0.2332,1.451,5132,63.601,0.837,entro il 1970
066100,Tione degli Abruzzi,287,-11.419753086419753,94.71976844628252,0.2606,0.0,465,72.77,0.449,entro il 1945
066101,Tornimparte,3152,2.0064724919093853,98.04390389169203,0.2577,0.602,1105,46.429,1.324,entro il 1980
066102,Trasacco,6198,0.7149821254468639,101.52557847239974,0.2555,0.876,682,22.978,2.088,entro il 1980
066104,Villa Santa Lucia degli Abruzzi,107,-23.021582733812952,101.71474131599336,0.2411,0.503,167,66.008,0.423,entro il 1945
066105,Villa Sant'Angelo,428,0.234192037470726,99.85989631499473,0.2609,0.0,52,23.009,1.894,dopo il 2005
066103,Villalago,551,-6.132879045996593,96.72501693162259,0.2624,1.757,444,60.573,0.752,entro il 1970
066106,Villavallelonga,879,-5.787781350482315,99.82755491351679,0.2584,2.452,586,61.684,0.925,entro il 1945
066107,Villetta Barrea,642,-1.3824884792626728,96.0711191633326,0.2635,0.0,459,59.844,0.837,entro il 1980
066108,Vittorito,850,-4.921700223713646,97.97660364374181,0.2582,0.168,369,49.004,1.129,entro il 1980
068001,Abbateggio,371,-15.296803652968036,101.75446281058494,0.198,5.329,205,54.377,0.984,entro il 1970
068002,Alanno,3466,-3.69547096415671,99.39552851309499,0.1942,2.014,580,30.193,1.804,entro il 1980
068003,Bolognano,1095,-5.358686257562662,98.6811755198186,0.239,2.935,234,33.004,1.544,entro il 1970
068004,Brittoli,272,-18.31831831831832,98.34175992207093,0.2325,0.268,247,60.391,0.665,entro il 1960
068005,Bussi sul Tirino,2447,-7.099468488990129,98.81568561979847,0.253,0.662,120,9.926,2.024,entro il 1980
068006,Cappelle sul Tavo,4016,1.8772196854388634,103.28100534866931,0.1629,1.297,115,7.85,2.741,entro il 1990
068007,Caramanico Terme,1872,-6.726457399103139,99.36897805841075,0.2422,3.723,962,53.894,1.049,entro il 1960
068008,Carpineto della Nora,623,-8.784773060029282,100.03674874853321,0.2196,12.913,110,28.133,1.593,entro il 1960
068009,Castiglione a Casauria,802,-8.342857142857143,99.65067346612403,0.2423,3.052,316,48.69,1.236,entro il 1960
068010,Catignano,1337,-7.538035961272476,99.71368907735561,0.1865,6.59,267,32.403,1.623,entro il 1980
068011,Cepagatti,11014,5.57898773006135,100.3403011719727,0.1752,0.83,469,11.315,2.657,entro il 1990
068012,Città Sant'Angelo,15034,4.373785059705638,100.23478229180515,0.174,0.842,837,14.013,2.517,entro il 2000
068013,Civitaquana,1225,-7.12661106899166,102.11498778064106,0.2023,5.23,330,39.952,1.483,entro il 1980
068014,Civitella Casanova,1759,-5.3283100107642625,100.68820964255661,0.2019,0.179,487,39.085,1.412,entro il 1960
068015,Collecorvino,6060,2.659664577333559,100.88436132439178,0.1743,2.829,764,26.835,2.129,entro il 1990
068016,Corvara,232,-16.546762589928058,100.29268125974662,0.2352,11.055,129,51.6,0.928,entro il 1980
068017,Cugnoli,1466,-7.566204287515762,100.3272428377777,0.2006,5.482,211,25.763,1.79,entro il 1980
068018,Elice,1693,-1.7411491584445733,101.76973468369901,0.1757,1.361,90,12.931,2.432,entro il 1990
068019,Farindola,1456,-9.113607990012484,100.92672897170401,0.2037,2.108,234,25.407,1.581,entro il 1970
068020,Lettomanoppello,2887,-4.403973509933775,97.10284921024294,0.1886,0.351,93,7.623,2.366,entro il 1990
068021,Loreto Aprutino,7369,-3.013951039747302,100.61080483127172,0.1836,1.739,1017,27.273,1.976,entro il 1990
068022,Manoppello,6920,-1.4245014245014245,99.31336943758508,0.1842,0.347,476,15.247,2.217,entro il 1990
068023,Montebello di Bertona,945,-7.443682664054848,99.67971191368515,0.1944,0.208,251,37.296,1.404,entro il 1980
068024,Montesilvano,54194,7.1175854367204945,100.6125433688203,0.157,0.317,5109,20.26,2.149,entro il 1990
068025,Moscufo,3168,-3.326212999694843,100.23851442987328,0.1742,2.737,317,21.862,2.185,entro il 1990
068026,Nocciano,1796,0.2232142857142857,101.03423630193726,0.1838,0.316,119,16.103,2.43,entro il 1990
068027,Penne,12113,-4.51679016238373,101.35012133015599,0.1869,2.249,521,10.276,2.389,entro il 1990
068028,Pescara,119217,2.0291665953477227,100.55647748855611,0.1496,1.031,11401,19.039,1.991,entro il 1990
068029,Pescosansonesco,497,-4.054054054054054,101.28069525985116,0.2438,0.0,124,36.364,1.457,entro il 1970
068030,Pianella,8652,2.7797576621525306,99.80890930659918,0.1788,1.88,383,11.009,2.487,entro il 1990
068031,Picciano,1346,0.44776119402985076,98.520234937444,0.1754,2.277,173,25.706,2.0,entro il 1980
068032,Pietranico,477,-6.8359375,99.08445780819689,0.2053,0.557,165,42.092,1.217,entro il 1960
068033,Popoli,5035,-7.359705611775529,98.82501368050163,0.2574,0.514,196,7.977,2.049,entro il 1980
068034,Roccamorice,930,-6.532663316582915,100.05484441043332,0.193,0.0,305,44.526,1.358,entro il 1970
068035,Rosciano,3949,7.164179104477612,100.66614849068553,0.1828,1.388,420,24.75,2.327,entro il 1990
068036,Salle,291,-8.201892744479496,98.88158042413886,0.2479,1.058,193,55.942,0.843,entro il 1960
